dinner_max_price,dinner_start_price,lunch_max_price,lunch_start_price,rating
999,999,999,999,3.41
999,999,999,999,3.09
1999,1000,999,999,3.04
2999,2000,999,999,3.32
0,0,999,999,3.11
1999,1000,999,999,3.20
999,999,999,999,3.36
999,999,999,999,3.04
999,999,999,999,3.77
2999,2000,999,999,3.47
999,999,999,999,3.42
2999,2000,0,0,3.04
1999,1000,999,999,3.15
999,999,999,999,3.17
5999,5000,1999,1000,3.48
2999,2000,999,999,3.22
999,999,999,999,3.24
1999,1000,999,999,3.03
1999,1000,999,999,3.55
2999,2000,999,999,3.58
1999,1000,999,999,3.00
3999,3000,0,0,3.13
999,999,999,999,3.21
2999,2000,1999,1000,3.50
999,999,999,999,3.18
999,999,999,999,3.39
2999,2000,0,0,3.00
999,999,999,999,3.09
0,0,999,999,3.23
999,999,999,999,3.54
1999,1000,999,999,3.06
999,999,999,999,3.42
1999,1000,999,999,3.49
999,999,999,999,3.02
3999,3000,999,999,3.39
4999,4000,1999,1000,3.13
1999,1000,999,999,3.21
1999,1000,999,999,3.20
1999,1000,999,999,3.02
999,999,999,999,3.51
999,999,999,999,3.09
3999,3000,0,0,3.24
0,0,999,999,3.18
999,999,999,999,3.58
999,999,999,999,3.15
999,999,0,0,3.46
4999,4000,1999,1000,3.06
3999,3000,999,999,3.48
999,999,999,999,3.53
1999,1000,999,999,3.30
999,999,999,999,3.27
0,0,999,999,3.22
999,999,999,999,3.05
999,999,999,999,3.04
999,999,1999,1000,3.30
999,999,999,999,3.41
999,999,999,999,3.06
999,999,999,999,3.21
2999,2000,999,999,3.17
999,999,999,999,3.09
1999,1000,999,999,3.33
1999,1000,999,999,3.34
999,999,999,999,3.58
999,999,1999,1000,3.22
1999,1000,999,999,3.29
999,999,999,999,3.36
0,0,1999,1000,3.31
0,0,999,999,3.27
999,999,999,999,3.22
999,999,999,999,3.38
0,0,999,999,3.27
999,999,999,999,3.11
0,0,999,999,3.35
999,999,999,999,3.03
0,0,999,999,3.66
0,0,999,999,3.42
999,999,1999,1000,3.27
1999,1000,999,999,3.30
999,999,999,999,3.53
999,999,999,999,3.59
999,999,999,999,3.45
1999,1000,1999,1000,3.39
0,0,999,999,3.21
999,999,999,999,3.24
999,999,0,0,3.39
999,999,999,999,3.50
3999,3000,999,999,3.23
0,0,999,999,3.32
999,999,0,0,3.44
999,999,999,999,3.09
999,999,999,999,3.01
999,999,999,999,3.35
999,999,999,999,3.17
1999,1000,999,999,3.12
1999,1000,999,999,3.04
1999,1000,999,999,3.55
1999,1000,999,999,3.22
1999,1000,999,999,3.07
4999,4000,999,999,3.26
999,999,999,999,3.08
2999,2000,1999,1000,3.51
999,999,999,999,3.09
1999,1000,999,999,3.55
999,999,999,999,3.07
0,0,999,999,3.00
999,999,999,999,3.17
999,999,999,999,3.40
999,999,999,999,3.17
1999,1000,1999,1000,3.51
0,0,999,999,3.24
1999,1000,999,999,3.55
999,999,999,999,3.11
0,0,1999,1000,3.23
999,999,999,999,3.25
999,999,999,999,3.28
4999,4000,999,999,3.23
999,999,999,999,3.56
999,999,999,999,3.39
0,0,999,999,3.43
1999,1000,999,999,3.59
1999,1000,999,999,3.05
999,999,999,999,3.01
0,0,999,999,3.43
999,999,999,999,3.05
999,999,999,999,3.68
1999,1000,999,999,3.31
2999,2000,1999,1000,3.26
999,999,999,999,3.62
1999,1000,999,999,3.36
999,999,999,999,3.25
999,999,1999,1000,3.56
0,0,999,999,3.05
999,999,999,999,3.28
2999,2000,999,999,3.35
1999,1000,1999,1000,3.41
999,999,1999,1000,3.39
999,999,999,999,3.19
999,999,999,999,3.56
999,999,999,999,3.63
0,0,999,999,3.17
999,999,999,999,3.14
0,0,999,999,3.55
0,0,999,999,3.36
0,0,999,999,3.69
999,999,999,999,3.48
999,999,999,999,3.08
0,0,999,999,3.34
999,999,999,999,3.27
0,0,999,999,3.52
999,999,999,999,3.03
999,999,999,999,3.25
999,999,999,999,3.17
0,0,999,999,3.09
0,0,999,999,3.01
999,999,999,999,3.33
999,999,999,999,3.22
999,999,999,999,3.30
999,999,999,999,3.57
0,0,1999,1000,3.16
0,0,999,999,3.17
0,0,999,999,3.05
999,999,999,999,3.59
0,0,999,999,3.23
1999,1000,999,999,3.49
999,999,999,999,3.49
999,999,999,999,3.20
999,999,999,999,3.49
0,0,1999,1000,3.06
2999,2000,2999,2000,3.50
0,0,1999,1000,3.02
1999,1000,1999,1000,3.37
1999,1000,999,999,3.24
